quizzes,solutions
040000003000008092000003800860000000009002000053040000006300057020089640095060000,948215763631478592572693814864931275719852436253746189186324957327589641495167328
071200000000001042002096000590070000020004000034009000009052070006007034000040000,471235968965781342382496715598173426127864593634529187849352671256917834713648259
510090002070530900300002000708005030432008001050000008000000000000040500000009040,516894372274531986389762415798615234432978651651423798945386127823147569167259843
000003704000127090000090008800040000007008902000006041000000020003002407002070639,129683754584127396736495218861249573347518962295736841978364125613952487452871639
000070000500009630008003040056000000900000004240700900780020000090400050020000090,439671528572849631168253749856394172917562384243718965785926413391487256624135897
400005800073100205050600041000003400005000030800000000004002760302006080007800503,419235876673148295258679341926583417745921638831467952584312769392756184167894523
500000810010068935000040000000000106000003008000080070037006400050007063060100000,576329814412768935893541627385472196729613548641985372937256481154897263268134759
420000007809001005070200930740009003000003000000040720012005400000000000000900800,425398167839761245176254938741529683268173594593846721312685479987412356654937812
040809000007004008001060000100000037053070084000090600000000040000358009006100000,345819276697234158821765493169482537253671984784593612578926341412358769936147825
900030000000400591601000004004000200100003056300020100209000640000650000000900703,945231867823476591671895324754169238192783456368524179289317645437658912516942783
007000005580102040340000810070000000000005000010208000068037100400000072000500060,197483625586192743342756819675349281823615497914278536268937154459861372731524968
000000006360000210009000700000001057470030009003090400090700003002005040010000600,251473896367958214849162735926841357475236189183597462698714523732685941514329678
001060000000007000000100005006070800080020400043850210034000680100004000050300000,371568924425937168698142375216473859589621437743859216934715682167284593852396741
005020060406000028000000500804200700001500000070968000510700000002641000000080000,785429163436157928129836547854213796961574382273968451518792634392641875647385219
000460150000200300600085000206804030000000060080012400000050000000007080700000604,927463158845291376631785249296874531174539862583612497418956723362147985759328614
000000000500980100080020040010005000006400527000067000000050014005841296000002800,923174658574986132681523749817295463396418527452367981268759314735841296149632875
000208051001069000006000000000321084800040000000090003600000529000000000014500000,497238651581769432326154897765321984839647215142895763678413529253976148914582376
306200700070904802000700000000800000400002009050000006080000300620480000905000020,346218795571964832298735614162897543437652189859143276784529361623481957915376428
510003009000000000000090000000006400000930201000410038380600500265000000009040800,516823749798164325423795186831256497647938251952417638384679512265381974179542863
600008700030500100008000064000400000001050000420700600700802000800031407010000000,642198735937564182158327964586419273371256849429783651793842516865931427214675398
001000800020800000960040002000000008009000030632000910013054690045060020000030000,351672849427819563968543172174396258589421736632785914813254697745968321296137485
002010000890030000007890000750000000401000700020050104014920300080000010009040802,632415987895732641147896523753164298461289735928357164514928376286573419379641852
000670001000890200000001000009160000006008000201300008003900120900700430040000060,834672591715893246692451783489167352376528914251349678563984127928716435147235869
800094070000100000000570060510600000007000000060300008600003004040000800001009035,856294173794136582132578469518642397327985641469317258675823914943751826281469735
780025006120004007000780500030070008000000042000000000004050000070200010003600074,789125436125364897346789521932476158867591342451832769214957683678243915593618274
000001080000690000000005000000000000080260090060048070246700019078010260001000800,752431986834692751619875324427159638183267495965348172246783519578914263391526847
000041965008350704000000000015000008800000006007000400309000000500009001004005003,732841965698352714451976832915264378843597126267183459329618547576439281184725693
000800000020004370500000002081070000307000015002406000000560034000000800000140000,473821596126954378598637142681375429347289615952416783719568234264793851835142967
000000009574000200000760004001000000985000020000096051029000407706400810000000000,168324579574918263392765184631572948985143726247896351829651437756439812413287695
207806000100000890003005700070320008005100320000000900008000510002000000000700060,297846135154273896863915742471329658985167324326458971748632519632591487519784263
000702801070005390000000760006153000001000000500090000000021500602000180900600000,369742851174865392258319764796153428481276935523498617837921546642537189915684273
004000000002000405000084210050600000000020950800900700700010000201090870040000006,184572639372169485695384217957648321416723958823951764739816542261495873548237196
040020536000090000200003071760000100000070000000000460019004023470600010002000000,947821536136795248258463971763248195594176382821359467619584723475632819382917654
000300000209000000530000070900010800060003700007800092000002009810060000006085020,681379254279458163534621978923517846468293715157846392745132689812964537396785421
085000400120600000607000000000803600000000000030007150800000200200370060410005730,385719426124638597697524381541893672768152943932467158873946215259371864416285739
010000008035104000090280350000400002001500000000030490000000000006050000200800003,612395748835174629794286351973468512461529837528731496347612985186953274259847163
370000000009600000001070390007000000905000000020900400040590230600007009000246005,374859621289613574561472398437168952915724863826935417748591236652387149193246785
305001000040500000700000000603900000000008003158003000000000017809000360560400008,385761942946582731712349856623974185497158623158623479234896517879215364561437298
000180420000000096050004300800300000632000000504000000209053800000840000003200000,376189425428537196951624378897365214632418759514972683249753861765841932183296547
200150094610000300005000060009400000000380010000005000000040000040002035001968002,238156794614297358795834261589471623462389517173625849927543186846712935351968472
050060070703190004400058010084000003010000600000000000000010000000035498305004100,851463279763192854492758316684571923217349685539826741948617532176235498325984167
000700000900010800462000000609040080000001200310000090170023400000497000000000000,581769342937214865462538971629345187745981236318672594176823459253497618894156723
021900007809050000745000900007018000000500008050400010000729800000003200000000074,621934587839257146745681923267318459194572638358496712413729865576843291982165374
006200050430006001008090064000000008040000023010000400080300000000150000000840502,176234859439586271258791364693425718547918623812673495985362147324157986761849532
020004900000830010430700000901080400000000000007003068000000000063070000800021000,128564937675839214439712856951687423386245791247193568712456389563978142894321675
150087006000050010006000000000001400702000000009020080000000190800900207000046800,153487926497652318286139745368591472712864539549723681625378194834915267971246853
460000000700809500000000008300006105000005004000940070000501006900008700500300800,468253917731869542259417368324786195697135284185942673872591436943628751516374829
072040000100000000008500730000070304000000021003006000700300005200060010805700640,372648159159237486468591732521879364687453921943126578716384295234965817895712643
560030078040580010000090000304000067000000000100000050050104093001006005907003000,569431278743582619812697534384215967275369481196748352658124793431976825927853146
000000010010408000750009084300050007000000900000800400040060005036005001000700860,498573612613428579752619384384956127265147938179832456847361295936285741521794863
001300000624900000000025001010802400800000000040010050060409000509003000002000009,751348296624971835398625741915832467876594312243716958167489523589263174432157689
050000000609000000720000090000703040203040000090080065000069008000002030800400007,354927816689154273721638594568793142213546789497281365172369458945872631836415927
900003001000007690000006003000700405005010900027030000056000047000000100000205000,964853721538127694712946583691782435385614972427539816856391247273468159149275368
590306008008490000006000100004008030109000000030500000000800001020000400003004500,591376248278491365346285197754918632189632754632547819467853921825169473913724586
000000300304081070100000064001096080608104000070030000800009000000700690500040000,785462319364981275129357864431296587658174932972538146817629453243715698596843721
010050300050000000080934000000027001000003090008000720070010080009000005000802900,417258369953761248286934157695427831742183596138695724374519682829376415561842973
000000400000007021000600007070060803030000009809042010300000008062010000000700900,687231495943587621521694387274169853136875249859342716395426178762918534418753962
903070000000000320020400009109000700065900003030000060001604297000007000002305600,913276485487519326526438179149863752765942813238751964351684297694127538872395641
000000269204005000090000000006309000037024008000700050000030005400007003000001890,758143269264985731193276584816359472537624918942718356679832145481597623325461897
800000057050300010000009804090160400000095003000070000908000000043006005000014060,839641257754382916612759834597163428481295673326478591968537142143926785275814369
000000004150007096007080105000490037000000500003070800030000900000038000070504000,392156784158247396647389125285491637764823519913675842431762958526938471879514263
080530016500001704060400008852000000000070200700308401020003000100000000040000000,487532916539861724261497538852914367314675289796328451628743195175289643943156872
900005007700001003028090000095802060000009308200010070030700090007000006000000000,913465287756281943428397615395872461671549328284613579132756894547928136869134752
004016050000900700000000020081509002695000000000000070009000601576000040200000000,924716853358924716167835429781549362695372184432681975849257631576193248213468597
008006010200050000100980000000000807000070026300000900000020070620097358500060001,748236519269751483153984762912645837485379126376812945891523674624197358537468291
000000010090006500640000092000000006000208700800671029050000000100800000206005104,527984613398126547641753892712549386469238751835671429953417268174862935286395174
035000009601000000790060000380600097000910004000008600549000000000005400060000003,435821769621479538798563241384652197256917384917348625549136872873295416162784953
102005000007000000090370006008700005000098100000000000000000001030002680006500700,162485973387926514594371826628713495453298167971654238249867351735142689816539742
001000000805230040240007000900403000007900000413000000050791004102008700000500003,631854972875239641249167358926483517587912436413675829358791264162348795794526183
300000600000800007900400310894000100005000064000000083080090000009680700760013000,341957628526831497978426315894365172235178964617249583183794256459682731762513849
704003090000000180600080400090007504000001000030500900800100000001350000900400060,784613295325794186619285473196837524572941638438526917847169352261358749953472861
020005900003009720004007010031000000407000001000050000082000007900070500100048000,728615934613489725594327618831764259457932861269851473382596147946173582175248396
000510008500008600000640020270000000010000072640030800000800250006000410000400000,462519738531728649987643125279185364318964572645237891194876253856392417723451986
000800000490000160057009200084000000070000090000200600000506020060007800810000900,326851749498732165157469238684973512572618493931245687749586321263197854815324976
000900300000000000003000270008001000036080100059306000060000017000018002007090503,674925381291837465583164279428571936736289154159346728962453817345718692817692543
007006001350004008006050000040082013000000605000070040000503000600000300200000400,497826531352714968816359274549682713728431695163975842984563127671248359235197486
800000000063008900000000305005081000300900000070026013189000600700010000036009700,857293146463158972291467385645381297312974568978526413189732654724615839536849721
470005009000410300180009520000030000000700400300001972000057001510902703000000000,473825619925416387186379524697234158251798436348561972839657241514982763762143895
030805071000010006020030009000070000082000900750003000200007500090680000010500000,936825471578419326421736859143978265682154937759263184264397518395681742817542693
610000270008010000900006000000602300800900014000300007106700000000003760009000000,615439278238517496947826153791642385823975614564381927156794832482153769379268541
000000700700300100001805349370501000100006000004080010000790000900003000080060400,839614752745329168261875349378541926152936874694287513416798235927453681583162497
023080400050000063900070000000000289076000340009000700305260008700940000000000020,623185497857492163914673852431756289276819345589324716345261978762948531198537624
900000804106840300000205060401080906302001000500300000000000008000400050000000409,957136824126847395843295761471582936382961547569374182694753218718429653235618479
000000004000020190010009075003407009000060000700200050000000006060541030007630000,978156324635724198214389675583417269129865743746293851351972486862541937497638512
720600009003007008050230600800000070000090040900760803060800000300000002007003000,721685439693417528458239617834521976576398241912764853165872394349156782287943165
000003079020000530900000000050000000100000204030040015700024160010705002000030700,541263879827419536963578421654192387178356294239847615785924163316785942492631758
005470002200000007006000090904100000620008001000004780100020609000000000060000028,815479362239856417476312895984167253627538941351294786148725639592683174763941528
270000040009300007603410209030061004000500000005040062040003001000000000301000006,278956143419328657653417289732861594964532718185749362547693821826174935391285476
920000400008009005004030069093500002000320040000000000006497000050008003002000000,927165438368749215514832769693574182785321946241986357836497521459218673172653894
000098700050730062000600000060000000700001500030200170000380201000920053000000000,326598714851734962947612385165873429792461538438259176579386241614927853283145697
029000080001000704000010000002000017700902806004000090800006432000000070000004109,529347681361829754478615923952468317713952846684731295895176432146293578237584169
050002700200004901900601800020060010690040000000070640040000000000000050080000102,351982764268754931974631825427368519693145287815279643742516398139827456586493172
010000040400130500000002900000500008004000000038900000300050100009400860600300450,913865247427139586865742931296574318174283695538916724342658179759421863681397452
000009000200000730000100250050001003070902105000007020030000098000080340000005000,347529861215648739869173254952861473674932185183457926736214598591786342428395617
003800950800032000065490000000300062502000834000008000000000295000000013210000000,423867951891532647765491328984375162572619834136248579347186295658924713219753486
010006207020700053000000000060020004000000870001800526052070001403001600000300000,819536247624789153537412968768925314245163879391847526952678431473291685186354792
080001073140020000307000000003015800050760000720800000600070080208100040000040000,582491673146327958397586412463915827851762394729834165614273589238159746975648231
500410000300070060007003050000300690001050780006840000070000001000064800000000030,568419273349275168127683459785321694431956782296847315672538941953164827814792536
010000304080700009504000100030900000000018000000503007006430000009005003700000050,917856324382741569564392178238974615475618932691523847856437291149265783723189456
010300900000081006000060002000090008000050309006002000004000260000028005900630000,612345987479281536538967142257493618841756329396812754184579263763128495925634871
100004005000059106000200000560040270901300060320000000000000050000023000200176400,192634785437859126685217349568941273971382564324765891713498652846523917259176438
003508000600001003510000208000000000107005600020000000000056070075080020000703900,793528461682491753514367298356872149147935682829614537931256874475189326268743915
000050306000170200605002010097015600010090704300000000000000400000001005000400020,271958346934176258685342917497815632512693784368724591126589473749231865853467129
801004060600005070000300000008207600107050023000040800000070000263000000000001000,851724369639185472472369185398217654147856923526943817914672538263598741785431296
000060200502000600400023901000000000203040090605000000041002800900008020000005014,139867245572194683468523971784359162213746598695281437341672859957418326826935714
000000004003007020100000006407003100006072053000080600000060000020000000578034001,752896314863147529194325786487653192916472853235981647341569278629718435578234961
940000000300500091800709300510000800080000725000200000030020008005000034700000000,946132587327584691851769342512473869483916725679258413134625978265897134798341256
502100000060930002000060080600090001000000000013800025400010008000300600050209000,542178396867935142391462587624593871985721463713846925439617258278354619156289734
900000000000104003006890510000300040000040106608000050020060030010503080000400000,971635824285174963436892517192356748357248196648917352829761435714523689563489271
000100400006000302000002000002076540003500007000004020068001000207030000100000068,529183476786495312341762859892376541413529687675814923968241735257638194134957268
800073900001009000090000107076020080108000002030000090004080020000007000000000064,825173946741659238693842157976524381158936472432718695564381729289467513317295864
000000350090054800000078904200100049000005000003492700070810000005040030000003100,428961357697354821531278964286137549749685213153492786372816495815749632964523178
090103700070000920008020030800000090900001005031008470000530000400000000000700500,296143758374856921158927634862475193947361285531298476719534862425689317683712549
301005040004000901590000030000900005000003060030010802020680000106000000005000000,381795246764328951592461738618942375259873164437516892923684517176259483845137629
806005030000402000090000000080000040320900500000346000200083000700209008000000060,816795234537462981492831657689527143324918576175346829241683795763259418958174362
300000009590002600017000002803017000200600007000029080901000023730005000000000800,382156749594372618617894532863517294249683157175429386951768423738245961426931875
100003904000107083400000001000000015004098007500000000000200040050004000003005709,127863954695147283438952671379426815214598367586371492761239548952784136843615729
050000030240008000003200000010000000004189500000740003000015900095300200800070000,657491832249638715183257649916523478374189526528746193432815967795364281861972354
006050070800060003097000008051080020200000001000000380100000000000071205062000900,316958472825467193497132658651384729238796541749215386173529864984671235562843917
020000010000039050030000048000300000004050201009080000002003400500000000010200795,928645317147839652635721948251374869874956231369182574792513486586497123413268795
000060020007190005900280700208000070000006004061000000000010009002000000450007000,583764921627193845914285763248951376795326184361478592876512439132849657459637218
710009820000000070200680004090005400000416000000000008000160009000070102800000500,716349825948251673253687914397825461582416397164793258425168739639574182871932546
200000080980020301010050002050092000000060000600401059530900004000800000400000910,246139587985724361317658492751392648894567123623481759532916874179845236468273915
006000702040010009209300014000937080002001000700040000001800600900000040000006000,136489752548712369279365814654937281892651437713248596321894675967523148485176923
200000000046000003580700604000400007000067030064008000600200000305004021000103800,271346985946851273583729614839412567152967438764538192618275349395684721427193856
005008200340000000060030009050000800006001005431000620090000000008043590004082000,175698234349125768862437159957264813286371945431859627793516482628743591514982376
000000008030000094080109200420000803009006002006003100700630000000912300000004000,974325618132867594685149237427591863319486752856273149791638425548912376263754981
800503600005097210009200508000700001000060000000320700200000000070000805090105006,812543679645897213739216548423758961987461352561329784256984137174632895398175426
403600000000130280000000000500000008020340005000900460005001630000200090002503010,483672159759134286261859743594716328126348975837925461975481632318267594642593817
600000090050000708000000000905030270037920060100708000002306100000000030500007920,674813592351269748298574613985631274437925861126748359742396185869152437513487926
000640000020081000000500400080004200001807560050000000008020004602000950400905000,135649782724381695869572431386154279241897563957263148598726314612438957473915826
400007109079005000020040300200071000097000601051390020040000005000000200000000407,436287159179635842528149376264871593397452681851396724643728915715964238982513467
094501280010002500700900400000000006008420000000000700000100004059008000000650000,394561287816742539725983461972815346638427195541396728267139854459278613183654972
007000960000040081000900002070000100900000800006012004310000000809026000000000048,427851963693247581158963472274698135931475826586312794312784659849526317765139248
003000400867013500500000000700600001030150840000030067905000180004008000000000000,193265478867413529542789613728694351639157842451832967975326184314578296286941735
004905007000070000500300906910000000000042000043109000200007040300001009060020070,834965217196278435527314986912836754658742391743159862281697543375481629469523178
008700012059008060000000900500070090000109006302000000007000000000910000860307000,648793512159428367273561984516274893784139256392685741927846135435912678861357429
008047530000000004000000000067095800405003670090000050000006480086000107500010000,618947532259831764734562918167295843425183679893674251971326485386459127542718396
305004260810000090602090010500000000000002904000508000006040000009003120080001000,395714268814326795672895413523469871768132954941578632136247589459683127287951346
000000005003204000090800060560030004000000000300402016000096040200000000600301000,726913485853264197491875362562139874914687523387452916135796248279548631648321759
008100000000704001901050407009000008020000040000030020080023000005040700000005034,478169253253784961961352487549216378327598146816437529784923615635841792192675834
107000040000000302036000007002000004090000105300900200021064500070000400000057009,187523946459786312236491857562318794798642135314975268921864573675239481843157629
030750008080019073100080005600030100800000009000000000001506007500200090390001000,932754618485619273176382945654937182813425769729168354241596837568273491397841526
007001005000046000008000002500000700090100020000984001020005000000000800904670000,647821395239546187158739462581263749493157628762984531826315974375492816914678253
200000000500470003009006207061900020704001600000047900000100000900700000032005000,273598146516472893489316257861953724794281635325647918647139582958724361132865479
008003000903000072052000060000947000020006000080300400060034800000050000000700004,678213549943865172152479368536947281421586937789321456267134895894652713315798624
009061048000390001206000000094000260003500100085400900000000006002000030000940000,379261548458397621216854397794138265623579184185426973931782456842615739567943812
500400032000560004090030000400000000000000360050900008000008470009007080680250000,561489732273561894894732651438176529912845367756923148125398476349617285687254913
790000050006000070000506100054090006300001000000600430007000000080000000030014790,791342658546189273823576149254793816368451927179628435917265384482937561635814792
300106709000500010000000006000009840000703100000008003080000670043060008009000004,325146789896537412174982536231659847468723195957418263582394671743261958619875324
060710082002009306080030000003000020000800000000001009030007000004000910076092040,369715482712489356485236791653974128291853674847621539938147265524368917176592843
000003020000010300041002008970000000004026090803000076000001460000004102000000080,695483721287615349341972658976538214154726893823149576538291467769854132412367985
000900075800300900700010030230400790050000201000000000000005300070080010120740089,364928175815367942792514836236451798457839261981672453648195327579283614123746589
940600500000000970107000063000035000076100000408000050690801000003940000000006000,942673581365418972187592463219735648576184329438269157694821735853947216721356894
000040300302000049009007580060025000000976024008000000003000008004700050000362000,786549312352681749149237586467825931531976824298413675973154268624798153815362497
400000000715020000038050000800000000050040300204300900000570104070000002900230805,429763518715829463638154729893615247157942386264387951382576194571498632946231875
803060000004000000000200070002003001040900600706800000000080230920010400300000010,853764192274198365619235874592643781148957623736821549461589237927316458385472916
079040130062035700030600040700020000000090004000400000000000609001900200300000070,579248136462135798138679542714823965685791324923456817257314689841967253396582471
300001000070605000000070090000008010002060500001000079000706000060300001109000002,326981457974635128815472396753298614492167583681543279248716935567329841139854762
210076400000000000780000030000005108000018007000030600000301804020060000000020503,213976485965483271784152936637245198492618357851739642576391824328564719149827563
100000040004890073000000019009030000040079000208005000005003000000000002080014500,197362845654891273823457619719238456546179328238645791965723184471586932382914567
000908046000052130000400000000500390390060805200080001520040060010090000000200500,175938246946752138832416957681527394397164825254389671529841763713695482468273519
090000400000003080000070306180200007204090000900800004000140200000000000400302879,793628415546913782812475396185234967264791538937856124678149253329587641451362879
030000700000040086700010040307000029210000800000008030020000070040069000006000001,432896715951247386768315942387654129215973864694128537529481673143769258876532491
300084950000000000000000078000960000100300000590007030003000400800100003074800601,321784956785692314469531278238965147147328569596417832613279485852146793974853621
004070800010520900053814000080000000001000780009007401200040000070000109098000000,624973815817526943953814267782431596341695782569287431235149678476358129198762354
020680901300400006608030020000090300006000009000005002890500600030000100500903000,425687931319452876678139524157294368246318759983765412892571643734826195561943287
207300400090050020485000000500002060000007085600090230043000006000000000002008070,217386459396154728485729613539842167124637985678591234743215896861973542952468371
010400603000002008000070000702000000000000870000006409060009000840000006000081200,917458623354962718628173945732894561496315872185726439261549387849237156573681294
020000000000208075081037000000070069700006000008003020200905010000000006600002003,427659381936218475581437692352874169794126538168593724243965817879341256615782943
700310002003400500056270000000002000004000000028701004000600200500030800080004036,749315682213486597856279413175942368694853721328761954431698275562137849987524136
000450000000030900050006200000602000300900140001000000600000090590301080010008006,123459768864237915759186234945612873386975142271843659638724591592361487417598326
014206500000057001007400000040710000000005000001000079020090010005004000900020300,814236597263957481597481263642719835789365142351842679428593716135674928976128354
050400039000005000048309050006000700000008000000130540000900000090050670810063900,157426839923815467648379152436592781571648293289137546762984315394251678815763924
010062080000009000600100050000034000003000420006200000080400092005003008020500010,519762384478359261632148957291634875753891426846275139387416592165923748924587613
040096000000452080000000907004300000080040070005800002007580023300060004000000090,841796235793452186562138947674321859289645371135879462917584623328967514456213798
000000800060014000304009000003800050100000060095000307000000073009000501431005900,917562834268314795354789612643827159172953468895146327586491273729638541431275986
000040300008605000030800009000007540000004000002080000400000000090020806000073004,251749368978635421634812759863197542719254683542386917427968135395421876186573294
020030709057000300690000005000000000204670080900084050000802000000000020000096400,428531769157968342693427815865319274234675981971284653346852197789143526512796438
000050020032008070000003000000005000380010900506829003000001200900030060000570030,891754326632198574457263891129345687384617952576829413763981245915432768248576139
070900000000030086903050001709000010000010002018006357005600009000580000000020003,871964235254137986963852741729345618536718492418296357345671829692583174187429563
500300020900700530034000000000020076000000100740003900010000040200000095007500301,571348629982716534634295817153829476829674153746153982315967248268431795497582361
900001600000004010004086502000000000000008060006000308450090000820100405609030020,975321684268754913134986572581673249392548761746219358457892136823167495619435827
040015070000000094000003100008076040360004085014300000890000700000060000000080010,642915873183627594579843126958276341367194285214358967896431752721569438435782619
000210005000000280100000300901000500200400700030027009000000008008005004040308000,863219475794653281152784396971836542285491763436527819317942658628175934549368127
700008300005602048000090060007400030208006000006080009000750000000000090002000005,769148352315672948824593761197425836238916574456387129641759283583261497972834615
080000200000000007000095304000670000090002000005000090003040502250006800600000009,589437216342861957167295384831679425496152738725384691913748562254916873678523149
000490000000000700403027000000030021051070009000002005002700690030000000010009003,827491536195386742463527918678935421251874369349162875582713694936248157714659283
900000000010000000305200109000306010037000002506000000762180003000003000800070900,924817536618935274375264189289346715137598642546721398762189453491653827853472961
020360001006084000003000007002000103000603000400020070048092000090001000070000200,924367851716584932853219467562978143187643529439125678648792315295431786371856294
093004005870000203051009070000001000010340000007802000000007002009000008030050010,293784165874615293651239874326571489918346527547892631185967342469123758732458916
800001500010006087002870103007030024000012000000000000400007038035000006000600001,876391542513246987942875163197538624658412379324769815461957238235184796789623451
300207560092000080050300910006000100005876000703000000001060000000721300000900000,318297564492615783657348912986432175125876439743159826831564297569721348274983651
001009420900040070000000300610003000000006000009000200000200104000000068004180030,871639425953842671246571389612453897487926513539718246398267154125394768764185932
052408900900000060840300000300000040200100000000020009000080200000000501005001098,752468913931752864846319725367895142289143657514627389193584276428976531675231498
000009500900700043004031070000105600087600000060007098700003000010000000009000800,371469582926758143854231976493185627287694351165327498748913265512846739639572814
000216030006047100000000000800000610700000020050400070002500000068720005000004800,589216437236847159417359286823975614794163528651482973342598761968721345175634892
000020508800490021000000000020800100000902047901040006000000054407000000500600800,149726538873495621265138479724863195658912347931547286316289754487351962592674813
045600000032080000000000000089001000563900008000050030000006240090000805001020900,945617382632584791817239456789361524563942178124758639358196247296473815471825963
035200700000003406060071009006002900050300070007090004293000600000000000000000520,935264781712983456864571239386742915459316872127895364293158647548627193671439528
000061000500300000003005402000602390007900010400000000100027000009400100005000230,784261953562394871913785462851672394327948516496153728138527649279436185645819237
270080500030602000001050008040010000820405000100000000750000100600030020000820405,279184536538672941461359278345718692826495317197263854752946183684531729913827465
000300000700000400008007010300960500980700000000058301050000703010000000409005008,164329875792581436538647219341962587985713642627458391856194723213876954479235168
030106720000000000000000039608200000170089000000000950000010802080000010200003070,834196725956327481721548639698235147175489263342671958563714892487952316219863574
000010240203060180001300000400020310010000007900000000607001000084030700000970000,769815243253764189841392576476529318518643927932187654697451832184236795325978461
680000000000000710007004386001047000030000000800000649000090004003000850406005000,685173492349628715127954386961247538534869271872531649758392164293416857416785923
001003000050001000006080340500040000860000700073000000040800020200100000000570800,481963275357421986926785341592347618864219753173658492745836129238194567619572834
705800000040500306020730800003000002000000600610007000000000004370042000004680200,735864921841529376926731845583496712497218653612357489268975134379142568154683297
004000031700000940103940806000003000000760000048500000060801700000079000000600008,694287531785136942123945876276493185531768429948512367469821753852379614317654298
074900000800000050900200700700090012000000000145000900501007004280040060000850020,374965281812473659956218743738694512629531478145782936561327894287149365493856127
000000000075008030039000050020600580300005920000901006500730000080006000267000000,642359718175268439839417652924673581316845927758921346591732864483196275267584193
008002000000000739040070000016003980082407060003000007000800021020000000800020370,378592146265184739149376852716253984982417563453968217537849621621735498894621375
076900000000000000030000010400070001003000080009086002010090070020060039000742000,576914823941238756238657914482375691163429587759186342614893275827561439395742168
065900000047020100280704600000000950109000002000040000000000200010006000006250089,365918724947625138281734695473182956159367842628549317594873261812496573736251489
000000000085006140200050738000083000000070065006000020007520001008007000100000400,741832596385796142269451738524683917913274865876915324437529681698147253152368479
300000009102980000060000081593400000010000050004000060030050046006840000905306000,378614529152987634469532781593468172617293458284175963831759246726841395945326817
085970000002006800700800003006021030010008500300090107607000000000000001000000005,485973216132546879769812453576421938914738562328695147657189324843257691291364785
047065308008403005006070000030008050000004080000710000080000000090086070000107040,247965318918423765356871924432698157179534682865712493781249536594386271623157849
010000030305001800000600100001800600030005002082000070006200050000006000057000908,914528736365471829728693145571842693639715482482369571196287354843956217257134968
090700000001359400004000005078090000000004000603580000000006900080030070400007010,895742361261359487734168295578293146912674538643581729327816954189435672456927813
860000400900004050000080000000003098050000000000851003000000600600940087005017004,863592471912374856547186329176423598358769142429851763794238615631945287285617934
000001047000020016670000900190000008000004069000000000240078090007060024065100000,528691347439725816671483952196257438752834169384916275243578691817369524965142783
000000000100640900000050000060090080800005340400210000005001008004030009301406500,926173854158642973743859216562394781819765342437218695675921438284537169391486527
060702040005000006020050107050013800608007030002680000700401300000000000003000000,861792543375148296924356187457913862698527431132684759789461325216835974543279618
005000000700000030920000650003071500070080002180035706350890000210006000009000000,435968127761524839928713654693271548574689312182435796356892471217346985849157263
103200800098003500000006400400301000000508003000000000086000004004600120000090005,143259876698473512257186439465321987719568243832947651586712394974635128321894765
437009800000850064000000002004000000025060040090000000200000000006040005000900300,437629851912853764658174932164297583725368149893415627279536418386741295541982376
010006038008000640060040090692100000100009080000270000000904700840000000001000020,419726538728593641563841297692138475175469382384275169256984713847312956931657824
090000200003090000600500004049000000010060923000005010000430000300020680900000000,597841236483296175621573894749312568815764923236985417168439752354127689972658341
000000130800003296005000000180020050020605080609080003000109000000002908000000370,462978135817543296935216847184327659723695481659481723278139564346752918591864372
000006000020300000050040009890503001000800900200000305540200000000409000016000500,137926458429385716658147239894573621365812974271694385543261897782459163916738542
008000001046000000020100000800020046007006010000408700000030000609070080000080304,398742561146853279725169438813527946457396812962418753584931627639274185271685394
000004706005080041607010308000003000080700000500000009060008000009530600403906000,128354796395687241647219358714893562982765413536142879261478935879531624453926187
000703000900800000000004009100000020500000700309508100000052007010000300030100948,451793286923865471768214539146937825582641793379528164894352617617489352235176948
607009005020010006008700400000008902002001058009040160000087500050000000000094000,617429835425813796938756421561378942742961358389245167293687514854132679176594283
000000005005087300000030004600810090001003050084600001500000000800000007019470600,738124965465987312192536784657812493921743856384659271573268149846391527219475638
600145080000030000000902006000420090092008004000000805300216050080000002000003600,637145289928637541541982376865421793792358164413769825379216458186574932254893617
093700020500400300080600040007000000030004200005000000700800000059270080300005706,493758621576412398182693547247389165831564279965127834714836952659271483328945716
090005000000420000005000082000072094000000300080040700403090005070050049008000600,392685471817429563645137982536872194724961358189543726463798215271356849958214637
600007020007590000004812050090000017000000000002981000001025060080100000000040002,658437921127596483934812756896254317415673298372981645741325869283169574569748132
103904000470000090000350070000401057000000010600020003000000040700000905060009002,183974526475216398296358174328491657547863219619725483952637841734182965861549732
000002015080510070070000000605000100010006090003000020820000900060080007000060280,936872415482513679571649832695327148218456793743198526824735961169284357357961284
001003900004070002000600500000321450050000231000000060060100740007034000000700003,571243986694578312328619574786321459459867231132495867963152748817934625245786193
097000000050020740000000800008000005000000000002708060000070420046150070000240500,197384652853621749624597813478962135369415287512738964935876421246159378781243596
000000000260800500040305010450230090309100080016000400000008009000000020000640000,185427963263891574947365218458236791329174685716589432632758149574913826891642357
000003010006000000090000002070062049042070800008000600100724300007030000004100000,725483916416259783893617452371862549642975831958341627189724365267538194534196278
705604020000900600002100407000005270000410005080206000264000000008000000000500000,735684921841927653692153487416835279327419865589276314264791538158342796973568142
800709300003000002400008000090074600040006003076020000000002900000090001000317020,825769314763541892419238765392174658148956273576823149651482937237695481984317526
027009105000000200080000000050800004700060000902071500000600001100005090000000060,627489135493156278581723649356892714718564923942371586279648351164235897835917462
